,Accuracy,Accuracy,Precision,Precision,Specificity,Specificity,Recall,Recall,Macro-F1,Macro-F1,Feature_Fit_Transform_Seconds,Feature_Fit_Transform_Seconds,Training_Seconds,Training_Seconds,Prediction_Seconds,Prediction_Seconds
,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
Experiment,,,,,,,,,,,,,,,,
Baseline_Word_TFIDF,0.9473500272488389,0.0020702913819336324,0.882094162563232,0.013464026196616428,0.9870315254073907,0.001770892138389928,0.6719235057027699,0.017332670127067892,0.8665121142908621,0.006063020856106414,1.3274202750000028,0.005596649487989259,0.7028955416000031,0.0183710718661899,0.03318012459999977,0.0057431192977742416
E1_Character_TFIDF,0.9513772931452206,0.003585240159064911,0.8351726653238252,0.02343396931959264,0.9781583390022071,0.003693300367051306,0.7654925899073056,0.0074183997328293545,0.8855254432313151,0.007361272348072365,3.0552698665999856,0.02131850161343711,1.9597475497999994,0.03979101420205531,0.027078066600000738,0.0006524021172779769
E2_Hybrid_Word_Character,0.9530676729145553,0.004166213743263989,0.8436516817062831,0.024939224267772835,0.9793528135566465,0.0037969892734613644,0.7706207950355107,0.012900838440044467,0.8893412060713646,0.009066181701860626,3.4856361586000046,0.00911109727733849,1.8046476250000012,0.05556378569969847,0.02966524160001427,0.004898094510573737
E3_Hybrid_Lexical,0.9525704820356051,0.0035759533330447357,0.8416795711470393,0.0216389997919839,0.9791252984447716,0.0032950947245203744,0.7682523719313017,0.012059876103118341,0.8881141517476241,0.007873464899729869,4.065505808599994,0.07326347658919494,1.8178782665999962,0.0847229472784486,0.03632190839998657,0.004994157696104595
E4_Hybrid_Lexical_Punctuation_Emoji,0.952272172452456,0.0029805085893213927,0.8408978451653395,0.02249490739476604,0.979011500454642,0.0036716255650777454,0.766673683061643,0.011441788823966922,0.8873755799811418,0.006030582881372891,3.999873608400003,0.030672046033534166,1.7880521917999999,0.0764198695329996,0.034900166600004924,0.006343190643638431
E5_Hybrid_Lexical_Punctuation_Emoji_Lexicon,0.9526201714581731,0.003782898691963818,0.8427358655671033,0.023784834349226694,0.9792959307352586,0.003660338481942971,0.7674634172961932,0.009985414169441454,0.8881486949999546,0.00805002594851728,4.008422416799988,0.021635945829331316,1.7567066999999952,0.0752500759067314,0.0318742584000006,0.00669103427595543
E6_Add_Sentiment,0.9520733405988663,0.0035971023784197404,0.847436869089611,0.023776508880821952,0.9803198215202414,0.003541955343095257,0.756016558692144,0.01141016460372404,0.8858912376012344,0.007779623649615545,5.437930991799999,0.008439354144574647,1.6402253247999965,0.04976687275686678,0.031759766600009696,0.0068870520092475206
E7_Full_Feature_Configuration,0.9521229929397759,0.0030252765375802324,0.8464477273969656,0.019710420472576873,0.9801491245350473,0.002984764525160538,0.7575921291640355,0.011147630874265672,0.8861364885489355,0.006667174684772654,11.13980784119999,0.12249646338904915,1.607706758200004,0.03389848435030019,0.029868225000018355,0.005205125967982947
