Accuracy,Precision,Specificity,Recall,Macro-F1,NonAbusive_Precision,NonAbusive_Recall,NonAbusive_F1,Abusive_Precision,Abusive_Recall,Abusive_F1,TN,FP,FN,TP
0.9530675151635677,0.8431965442764578,0.9793527103122689,0.7706277141729175,0.8892993934780702,0.9673577167256587,0.9793527103122689,0.9733182589033352,0.8431965442764578,0.7706277141729175,0.8052805280528053,17218,363,581,1952
