Dataset,Rows,Non_Abusive,Abusive,Abusive_Percent,CV,Selected_Preprocessing,Selected_Preprocessing_Experiment,Selected_Feature_Experiment,Selected_Model_By_MacroF1,SVM,KNN,RF,LR,NB,GB
Updated_dataset.csv,20114,17581,2533,12.593218653674057,"StratifiedKFold(n_splits=5, shuffle=True, random_state=42)",lemmatization,P3_Lemmatization,E2_Hybrid_Word_Character,RF,"linear kernel, C=1.0, class_weight=balanced","n_neighbors=5, n_jobs=-1","200 trees, max_depth=None, min_samples_leaf=1, max_features=sqrt, class_weight=balanced, random_state=42","L2, C=1.0, class_weight=balanced, max_iter=2000, random_state=42",MultinomialNB(alpha=1.0),"100 estimators, learning_rate=0.1, max_depth=3, SVD=200, random_state=42"
